uniprot	cytosol	extracellular	membrane	mitochondrion	nucleus	secretory-pathway
A0A0A0MRD0	2.33	0.0	0.803	0.0	1.981	0.0
ERCC6	5.0	1.093	1.114	1.501	5.0	0.872
PDLI7	4.862	1.741	4.553	2.022	4.746	1.665
C1D	5.0	2.15	1.233	1.543	5.0	1.98
KHDR3	4.751	1.309	1.615	0.924	4.743	1.275
SVIL	5.0	1.466	5.0	0.79	5.0	1.246
WDR88	2.606	0.281	0.0	0.0	1.312	0.281
STK31	3.939	0.0	0.817	0.566	3.902	2.647
GP160	1.82	0.0	5.0	0.0	0.559	0.0
PLST	5.0	1.467	4.324	1.535	2.63	1.44
T2EB	5.0	0.0	0.0	1.125	5.0	0.0
HPT	4.657	5.0	2.991	2.102	2.286	4.448
PLD3B	4.25	0.0	0.934	3.418	2.622	0.0
S2546	5.0	1.084	5.0	5.0	1.647	1.024
SPD2A	5.0	2.084	4.006	1.074	3.123	1.568
TRIM4	5.0	0.676	4.138	1.293	3.347	1.078
ATTY	4.782	1.753	2.004	3.103	2.886	1.198
STK39	4.741	2.041	3.247	1.643	4.392	1.584
TRI13	5.0	1.452	2.185	1.588	3.223	5.0
BTG4	4.371	1.751	2.141	2.301	3.811	0.653
MMP23	3.715	5.0	2.949	0.814	1.264	3.0
SPEF2	5.0	2.554	5.0	0.84	1.983	4.262
JUPI1	4.651	0.916	4.125	0.8	4.632	0.786
MYO9A	5.0	0.897	4.287	0.527	0.863	1.092
CP20A	3.581	1.212	1.858	1.075	2.135	2.344
ADDG	5.0	1.312	5.0	0.77	4.116	1.218
CORA1	4.364	4.484	1.596	1.333	1.273	4.0
PEPL1	4.77	0.539	0.0	0.0	4.759	0.0
ZNF44	4.714	1.599	1.809	1.706	4.701	1.657
ACSL5	5.0	1.641	5.0	5.0	4.551	5.0
PSD12	5.0	4.179	0.981	1.53	4.632	4.171
ANO2	4.681	1.524	4.846	0.658	4.533	1.284
UVRAG	5.0	1.653	5.0	2.66	3.601	5.0
ACMSD	5.0	0.817	1.022	1.349	1.819	0.992
NPAS3	4.819	1.394	1.525	0.901	4.804	0.755
RAC1	5.0	4.526	5.0	2.309	3.041	5.0
SH3Y1	3.349	0.0	5.0	0.0	0.854	0.9
PXK	5.0	1.28	4.453	0.846	5.0	1.154
J3KNZ9	2.978	0.822	0.0	0.188	2.962	0.0
SUN5	5.0	0.0	5.0	0.609	5.0	3.0
TF3C1	5.0	1.079	1.607	1.108	5.0	0.768
CENPL	4.607	0.0	0.0	0.0	4.547	0.0
RBM38	5.0	1.233	0.845	0.949	5.0	0.835
CDAN1	5.0	1.582	4.838	0.281	5.0	1.142
UBA5	5.0	0.711	0.824	1.92	3.858	5.0
AKAP9	5.0	1.424	4.407	1.428	3.737	5.0
SDA1	5.0	0.0	1.234	0.0	5.0	0.0
AMPH	5.0	1.825	5.0	1.663	2.783	5.0
HOIL1	5.0	1.267	1.569	1.421	3.512	1.232
JAML	4.359	2.194	5.0	1.137	4.237	0.948
TM11F	1.011	2.437	5.0	0.188	0.897	0.188
PXDNL	5.0	4.534	0.629	1.234	2.197	1.154
ZN770	4.2	0.0	0.0	0.0	4.2	0.0
RENT2	5.0	1.451	1.583	1.713	5.0	1.597
AREL1	5.0	0.0	0.0	1.018	2.264	2.158
PUS7	5.0	0.503	0.0	1.335	5.0	0.743
BT3A2	1.423	1.608	5.0	0.0	1.05	0.906
ORAI2	2.979	1.825	3.89	1.507	2.524	2.398
SPRE2	4.752	1.747	3.706	1.51	2.596	3.43
ODAD3	5.0	0.0	5.0	0.656	3.428	0.0
ARI2	5.0	0.589	1.142	0.963	5.0	0.98
PITM1	4.812	1.178	3.821	1.707	2.024	3.911
ACOX3	5.0	1.118	1.215	1.836	1.974	2.077
MYOM1	4.695	1.316	1.228	1.037	3.207	0.991
ARHGQ	4.674	1.028	3.822	0.0	3.686	1.196
UBE2C	5.0	1.594	4.508	1.835	5.0	1.352
EMAL6	4.13	0.0	0.719	0.0	2.297	0.0
WIPI4	5.0	0.881	1.257	1.747	1.238	1.66
RS26	5.0	4.316	1.05	1.534	4.666	4.207
STML2	5.0	0.906	5.0	5.0	1.022	0.678
PIGR	4.68	5.0	5.0	1.191	2.805	4.433
ADCL2	2.283	5.0	0.0	0.0	0.0	1.031
ADA33	1.96	2.756	3.58	0.508	1.509	1.262
CCD25	5.0	0.81	5.0	0.562	3.006	2.149
RSPO1	4.087	4.744	2.809	1.795	3.952	1.713
MA1A2	5.0	4.183	0.796	1.734	1.28	5.0
DYHC1	5.0	4.213	3.672	1.516	2.72	4.362
WFD11	0.566	4.2	0.511	0.0	0.568	0.0
MEGF6	2.404	4.348	3.096	0.0	0.763	0.0
SON	5.0	0.714	1.911	0.846	5.0	0.654
PE2R3	4.468	2.281	5.0	1.697	4.441	1.658
PEX14	5.0	0.921	1.072	1.405	5.0	3.455
ARC	5.0	4.318	5.0	1.269	2.964	4.335
NRARP	3.472	1.894	1.928	1.121	2.832	0.831
ATN1	5.0	1.053	3.485	1.363	5.0	1.309
FPPS	5.0	2.005	2.25	3.607	4.582	2.139
MAGA1	5.0	1.795	4.405	1.063	5.0	1.631
MBRL	3.431	0.0	2.812	0.539	0.554	3.537
PP4R2	5.0	0.851	0.665	0.188	5.0	0.0
RSPO3	1.918	4.545	1.649	1.05	1.786	1.19
ATPG	5.0	0.956	1.124	5.0	2.223	1.093
BT2A2	2.445	1.881	4.606	1.653	0.0	0.521
CNNM1	3.545	1.047	4.146	0.912	0.733	0.959
SIAH1	5.0	1.61	3.012	3.763	5.0	2.8
ZN790	4.128	0.0	0.0	0.0	4.127	0.0
HNRH1	5.0	1.512	1.452	1.531	5.0	1.383
HVCN1	4.692	1.853	5.0	2.782	2.388	4.354
CRUM3	4.342	4.628	4.586	0.188	1.217	4.267
PI3R4	5.0	1.624	4.294	2.606	2.594	5.0
PIWL2	5.0	1.41	1.214	1.513	5.0	1.414
CC88B	3.903	0.766	1.147	0.775	2.029	3.502
EDRF1	4.187	0.0	0.0	0.0	4.171	0.0
ITAL	4.552	4.534	5.0	1.744	2.114	4.415
SPTB2	4.76	4.319	4.442	1.171	4.522	4.266
HBM	4.189	3.408	1.283	1.197	1.803	0.986
PPR26	4.337	0.914	0.0	0.0	4.311	0.0
TBC9B	3.256	0.0	1.662	0.375	2.492	1.198
TMM71	4.0	0.0	2.719	4.0	0.626	0.0
MYLIP	4.694	2.017	3.865	1.078	2.816	1.444
GOGA4	5.0	4.258	4.412	1.275	4.757	5.0
NHEJ1	5.0	1.358	1.857	1.189	5.0	0.535
CA2D1	4.456	4.413	5.0	1.351	1.389	4.264
TR10C	2.114	3.075	5.0	2.175	1.877	1.289
AT10A	5.0	1.173	5.0	0.931	1.725	5.0
F163B	0.796	0.249	0.526	0.0	0.0	0.983
BICD2	5.0	1.174	5.0	1.202	5.0	5.0
CL029	2.698	0.574	0.0	1.219	0.656	1.956
SASH3	4.341	0.0	0.0	0.0	4.263	0.53
IL27A	4.349	4.765	2.019	0.612	1.404	4.0
ABCD4	5.0	0.794	5.0	1.604	0.939	5.0
ZN708	4.255	0.0	0.0	0.0	4.102	0.0
PTBP1	5.0	4.414	1.887	1.764	5.0	4.377
H2B1K	5.0	5.0	0.796	0.878	5.0	0.716
ADA15	5.0	5.0	5.0	0.787	1.502	5.0
MPRI	5.0	4.539	5.0	2.058	3.635	5.0
ARGI1	4.82	5.0	3.169	3.719	4.801	4.495
CLCC1	5.0	0.774	3.0	1.25	3.284	4.746
CILK1	5.0	1.422	4.346	1.803	5.0	1.383
ISK14	0.506	4.162	0.0	0.0	0.0	0.0
CALM1	5.0	4.398	5.0	3.075	4.4	4.601
KLRG1	4.478	3.068	4.336	2.301	1.997	1.515
SCRIB	4.802	4.335	5.0	1.092	4.786	4.297
MFNG	4.068	4.581	1.373	0.0	1.296	3.529
GUC2A	2.265	5.0	1.646	1.006	1.318	1.205
ZN254	4.287	0.0	0.0	0.669	4.244	0.0
ZBT14	5.0	1.145	0.974	0.83	5.0	1.011
A0A2U3TZM0	5.0	1.557	1.286	1.124	5.0	1.004
CAVN1	5.0	1.693	5.0	5.0	5.0	3.702
PEX2	5.0	0.99	1.936	2.159	5.0	1.658
RASF1	5.0	2.912	2.817	2.208	5.0	1.574
RAB4B	5.0	1.225	4.25	1.747	1.586	5.0
CFA43	4.488	2.0	4.362	0.0	1.5	0.0
MOB3A	2.863	0.188	1.453	0.188	2.152	0.0
DCTD	4.768	1.877	1.209	1.507	2.747	0.515
PROD	5.0	1.635	1.833	5.0	4.339	1.21
ANK2	4.743	1.67	5.0	3.808	3.157	3.701
A0A0R4J2E6	4.516	2.052	4.557	2.074	3.964	2.172
AT2A1	5.0	1.619	3.81	3.193	1.739	5.0
TRI38	4.575	1.052	2.079	1.059	4.345	1.615
PAQR2	3.229	2.303	5.0	2.23	3.075	1.887
LRBA	4.73	2.067	4.628	1.683	3.082	4.145
MCRS1	5.0	0.869	4.121	1.486	5.0	2.0
XPP3	5.0	1.076	1.458	5.0	1.682	1.039
TEX43	1.547	0.75	0.0	0.0	1.125	0.0
TICN3	1.33	5.0	0.941	0.281	0.78	0.0
MBPHL	5.0	1.491	0.618	0.0	1.031	0.541
DLRB1	5.0	1.622	4.318	0.652	2.37	1.397
SAP3	5.0	4.674	3.643	1.167	1.232	4.335
ZDHC9	5.0	0.851	3.391	0.918	0.986	5.0
ZMYM6	3.42	0.0	0.0	0.0	3.393	0.0
RAE1E	2.808	5.0	4.654	0.539	1.223	1.248
UB2D3	4.432	4.261	3.587	1.547	4.414	4.283
BC11B	4.587	2.174	3.394	1.593	4.574	1.535
D6RAM3	4.482	1.168	4.341	0.75	2.134	4.196
CC018	3.139	0.0	1.412	0.281	1.534	0.0
SFPQ	5.0	1.486	2.886	2.6	5.0	1.348
IRF5	5.0	2.574	2.18	3.099	5.0	2.347
TBC8B	5.0	0.0	0.917	1.14	1.117	0.594
MLP3C	5.0	1.291	1.573	3.206	1.796	3.777
CO9A1	4.455	4.499	2.749	1.555	1.546	4.3
INKA2	5.0	1.098	0.764	0.0	5.0	0.0
SMAL1	5.0	0.984	0.98	0.963	5.0	0.0
REPS2	4.68	0.782	1.092	0.0	2.301	1.332
GFPT1	4.688	4.407	1.986	2.234	2.934	4.289
NUD13	4.742	0.775	0.608	4.276	3.588	0.0
AT131	4.529	0.816	2.797	1.193	0.775	4.0
GALP	2.095	5.0	2.188	1.237	2.008	1.288
A20A4	2.297	0.0	0.0	0.0	2.297	0.0
DLK2	1.442	2.544	3.084	0.841	1.306	0.558
LAGE3	5.0	0.905	1.075	1.372	5.0	1.047
ENTR1	5.0	0.0	5.0	2.062	0.422	5.0
O11G2	0.0	0.0	5.0	0.0	0.0	0.0
PRAM8	3.823	0.0	0.0	1.828	0.656	0.0
OR5BH	0.0	0.0	5.0	0.0	0.0	0.0
APC11	5.0	2.601	0.932	0.866	5.0	0.678
SMC4	5.0	1.199	1.586	1.306	5.0	0.849
CCRL2	3.919	2.951	5.0	1.701	2.345	1.984
ERGI3	4.471	0.826	3.146	0.688	2.361	4.195
CEAM3	4.41	2.025	4.58	0.547	0.892	4.236
GIP	4.667	5.0	2.248	2.089	2.141	4.38
ACSL3	5.0	2.089	4.287	4.463	1.72	5.0
S29A2	4.567	2.035	5.0	1.609	4.518	1.526
FRM4A	4.728	1.123	3.538	0.0	2.181	1.502
SMC1B	5.0	1.052	1.522	0.575	5.0	0.636
HOMEZ	4.682	0.0	0.0	0.613	4.652	0.188
T229B	1.406	0.238	0.77	0.422	0.719	0.328
STRN3	5.0	0.596	5.0	0.805	5.0	5.0
ARPIN	0.97	0.659	4.28	0.0	0.0	0.75
ARI5A	4.759	1.126	0.864	0.662	4.754	0.667
A0A087WSW2	4.33	0.0	0.52	0.0	4.297	0.62
RA1L2	3.297	0.0	0.0	0.0	3.324	0.0
POP5	5.0	2.156	0.9	1.045	5.0	0.517
TOR4A	4.318	4.084	3.49	0.438	3.46	4.146
PPLA	4.597	2.08	2.736	4.287	2.52	4.467
RIMKB	4.499	0.785	0.799	0.551	1.714	0.0
SYCP2	5.0	0.885	1.38	0.723	5.0	0.871
FXR1	5.0	1.395	3.804	1.858	4.592	1.377
SSR2	5.0	1.831	5.0	1.424	2.234	1.689
AP1B1	5.0	0.885	2.197	0.0	1.487	5.0
O51D1	0.0	0.0	5.0	0.0	0.0	0.0
DJC14	4.236	1.039	1.81	1.306	2.815	3.717
BMX	4.729	1.753	5.0	1.587	4.547	1.36
O14AG	0.0	0.0	5.0	0.0	0.0	0.0
POTE1	5.0	0.735	0.71	0.929	5.0	0.245
CCR9	2.07	2.466	5.0	1.403	1.934	1.626
F219B	3.118	0.0	0.0	0.61	2.988	1.495
PIGN	4.612	1.204	4.795	0.72	0.956	3.544
DEN2D	4.709	0.924	0.77	1.312	4.49	1.005
BRPF3	5.0	4.0	0.0	1.623	5.0	0.0
ZN816	4.251	1.213	0.0	0.0	4.242	0.0
AT2B4	4.435	1.816	4.883	1.75	1.619	2.007
BCDO2	4.817	1.244	1.506	4.736	2.507	2.127
ASB13	4.649	1.5	1.201	0.533	1.215	0.0
MYPC2	4.59	1.037	1.141	1.031	1.017	0.966
SP130	4.744	0.631	0.778	0.0	4.742	0.0
GRM7	5.0	1.825	5.0	1.342	1.599	1.561
ETKMT	5.0	0.375	0.568	5.0	1.125	0.0
PRA12	3.704	0.543	0.277	0.281	2.756	0.0
CREB5	4.82	4.285	2.417	1.165	4.809	4.178
NEGR1	2.854	4.61	4.616	1.265	1.518	2.074
MAFG	4.76	1.643	1.255	1.59	4.76	1.274
MCTP2	4.485	0.921	3.388	0.779	4.432	3.332
GOGA7	5.0	4.206	1.373	1.138	1.281	5.0
RAE1	5.0	1.92	2.155	2.042	4.258	2.368
HHLA2	1.503	3.055	4.13	0.0	0.996	0.584
UNC50	3.628	0.832	3.437	0.281	3.375	3.669
ZNF98	4.162	0.0	0.0	0.0	4.162	0.0
APOA4	4.806	5.0	1.831	1.71	1.887	4.408
SGO2	5.0	0.731	1.292	0.0	5.0	0.0
NAT9	3.324	0.902	0.821	1.854	2.812	0.0
OR8D1	0.0	0.0	5.0	0.0	0.0	0.0
PRI1	5.0	0.909	0.95	1.001	5.0	2.189
AIG1	2.432	0.928	4.252	0.795	1.161	1.897
CSN5	5.0	1.842	5.0	1.727	5.0	5.0
AMPQ	4.055	1.3	4.279	0.0	0.527	2.302
SEM4F	4.521	4.173	4.768	1.857	2.079	4.254
HMX3	4.432	1.228	1.343	0.0	4.407	1.216
RFX4	4.245	1.081	1.659	0.806	4.174	1.182
ZN441	4.221	0.0	0.0	0.0	4.125	0.0
TLL2	1.823	4.669	1.485	0.703	0.899	1.247
SRTD1	4.452	1.55	0.825	1.148	4.454	1.668
ERI2	3.214	0.0	1.395	1.648	3.095	1.666
FAM3B	4.378	5.0	1.624	1.149	1.546	4.247
PHF8	5.0	1.022	4.381	1.045	5.0	0.719
ELK4	5.0	1.385	1.338	1.188	5.0	0.934
ANKL2	5.0	0.809	1.869	0.597	2.789	5.0
DDX47	5.0	0.82	1.013	0.703	5.0	0.881
CA109	5.0	0.0	0.0	0.281	5.0	0.0
RD23B	5.0	1.228	1.229	1.377	5.0	1.194
TUSC1	2.873	0.0	0.655	0.0	2.738	0.0
TMCC2	5.0	0.0	3.152	0.0	2.468	5.0
SYNE2	5.0	4.3	5.0	5.0	5.0	5.0
ST7L	2.799	1.346	1.31	0.903	1.557	0.858
GMFB	3.099	1.036	1.293	1.373	1.97	0.9
MCR	5.0	2.423	2.453	2.146	5.0	5.0
MPPD2	2.291	0.901	1.288	0.973	2.076	0.0
PAX5	4.826	2.038	3.026	2.699	4.821	1.652
HMGN5	5.0	1.712	1.246	4.234	5.0	1.901
ZN346	5.0	1.455	2.011	1.278	5.0	1.497
METL9	3.204	1.161	1.454	2.187	2.132	0.0
ASTRC	4.299	0.0	4.207	1.381	0.885	4.126
EPHB4	4.486	4.58	5.0	1.237	1.97	4.307
CATE	5.0	1.782	1.694	1.274	1.57	5.0
DCE1	5.0	2.548	4.478	2.038	3.506	5.0
RABE2	5.0	0.803	5.0	0.0	2.88	3.908
TES	5.0	1.433	5.0	1.018	4.69	0.847
GMPPA	4.686	4.187	0.65	1.875	2.574	4.0
WDR37	5.0	0.715	0.789	0.812	5.0	0.768
DMAC1	5.0	0.83	0.375	5.0	0.814	0.664
RTP2	3.318	1.24	4.306	0.656	1.235	1.333
LCA5L	4.391	0.0	3.0	0.0	3.205	0.52
NF1	4.881	2.428	4.478	3.244	4.377	2.086
TPM1	5.0	2.068	4.41	1.896	2.043	1.714
DHB11	5.0	1.909	1.614	1.27	1.276	4.032
F217B	4.769	0.0	0.0	0.0	4.738	0.0
ZN100	4.262	0.0	0.0	0.0	4.234	0.0
NIPA	4.679	0.94	4.331	0.579	4.675	0.0
CX3C1	4.038	2.91	4.81	2.115	2.559	2.376
SUSD2	4.359	4.524	5.0	0.568	1.035	4.143
WDR55	4.678	0.594	0.561	0.0	4.679	0.0
ROAA	4.839	1.059	0.742	1.19	4.838	0.677
FRYL	4.412	0.922	4.185	0.565	1.067	0.769
CDHR5	5.0	4.465	5.0	0.188	0.912	4.0
MIRO1	5.0	1.552	5.0	5.0	2.461	1.82
SYF1	5.0	0.888	0.727	1.078	5.0	0.671
MIGA2	4.208	0.998	5.0	3.577	0.81	1.619
FL2D	5.0	1.366	5.0	1.154	5.0	0.939
DCAF4	5.0	0.0	0.0	0.0	4.745	0.0
ATLA1	5.0	1.294	3.799	1.814	1.678	5.0
TXD15	4.677	0.281	4.241	1.969	0.0	2.101
CNOT3	5.0	1.312	1.251	1.239	4.236	1.302
DNA2	5.0	1.689	1.88	5.0	5.0	1.421
ITIH2	4.542	5.0	1.214	1.289	1.256	4.23
TXLNB	4.396	0.0	0.814	0.0	2.307	0.832
K1671	3.61	0.0	0.578	0.0	2.283	0.0
EPHA2	2.804	2.474	5.0	1.675	2.321	2.25
OR6C6	4.0	0.0	5.0	0.0	0.0	0.0
TOM7	4.65	0.681	4.532	4.648	1.29	1.427
A6NFM0	3.22	0.0	0.0	0.0	3.258	0.0
VN1R2	1.051	0.0	5.0	0.0	0.0	0.469
TRI33	5.0	2.214	1.7	1.416	5.0	2.719
CASP8	5.0	2.915	5.0	4.82	4.83	2.771
ZN429	4.236	0.0	0.0	0.0	4.125	0.0
RAD52	5.0	1.598	1.956	1.841	5.0	1.146
CO6A6	3.104	5.0	1.27	0.643	0.809	2.438
PSB10	4.802	1.629	1.936	1.391	4.565	2.699
PATE2	0.938	5.0	0.515	0.0	0.0	0.851
AKAP4	5.0	1.386	5.0	1.421	4.748	1.556
RHG19	4.469	0.815	4.187	0.711	3.833	0.784
PLXB1	2.594	4.04	5.0	1.036	1.756	1.531
PTN5	4.363	1.498	3.686	1.217	4.299	3.0
ALKL1	1.061	4.326	0.71	0.0	0.0	0.0
VP13B	2.369	0.812	2.978	1.917	1.796	1.937
PROF3	4.337	0.0	1.017	0.599	3.436	0.871
TMA16	4.817	0.513	0.0	0.656	4.81	0.0
ZN781	4.076	0.0	0.0	0.562	4.076	0.0
SG1D4	2.095	5.0	1.842	1.848	2.047	1.077
ARNT	5.0	2.352	2.198	2.483	5.0	1.757
ANR17	5.0	1.105	4.0	0.979	5.0	0.188
REX1B	2.688	0.375	0.0	0.281	1.547	1.653
GLPE	2.553	2.763	4.541	2.023	2.386	1.291
WDR5	5.0	1.92	1.436	1.37	5.0	1.154
O5AC2	1.067	0.0	5.0	0.0	0.95	0.0
PASK	5.0	0.0	0.71	0.0	5.0	1.438
NALDL	4.0	2.745	4.665	1.231	1.838	0.977
MAX	5.0	1.424	3.326	1.586	5.0	2.194
UBL5	5.0	1.688	0.998	1.465	3.799	1.107
FCG2B	3.602	3.297	5.0	1.992	2.623	2.426
ENTP4	5.0	1.185	2.823	1.38	1.019	5.0
HELZ	4.225	0.504	1.84	1.449	4.201	0.0
ZXDA	4.347	0.0	0.0	0.0	4.28	0.0
QSOX2	4.71	3.533	3.68	1.127	4.422	4.433
ZBT18	5.0	0.924	1.506	0.866	5.0	0.612
B7WNH4	2.401	1.125	0.609	0.641	0.0	2.239
BDP1	4.858	1.503	1.917	1.063	4.851	2.188
NLGN3	4.033	2.133	5.0	1.878	1.672	3.637
TTC37	5.0	1.837	1.194	1.718	5.0	2.082
FUT4	5.0	2.842	3.771	2.285	2.967	5.0
FZD6	4.422	1.928	4.867	1.051	1.954	4.128
SYN3	5.0	1.525	5.0	1.886	2.385	5.0
PAR3L	5.0	1.324	5.0	0.375	1.892	0.557
PBLD	5.0	4.272	0.678	0.938	1.69	4.119
FA76B	5.0	0.469	1.395	1.156	5.0	0.0
FAM3D	1.574	5.0	0.86	1.512	0.776	0.281
BCAS4	4.517	0.508	1.127	1.406	1.716	0.0
GTPB3	5.0	0.0	0.774	4.783	5.0	0.51
STIP1	5.0	1.691	2.825	1.903	5.0	4.244
MICA1	5.0	5.0	5.0	1.01	2.85	1.6
MANEA	5.0	2.246	1.127	0.0	1.032	5.0
CCL20	2.704	4.845	2.589	1.836	2.579	2.263
CNDP1	5.0	5.0	1.367	1.13	1.002	2.252
PRD10	4.801	0.903	0.788	0.766	4.585	1.714
REV3L	5.0	1.374	1.36	1.66	4.753	0.952
GLPK2	4.499	4.084	3.35	3.547	0.599	4.109
CCER1	2.062	0.0	0.0	0.0	2.062	0.0
TMC2	3.872	1.254	4.002	0.0	2.158	0.848
T126B	4.694	0.505	1.086	4.641	1.101	1.003
NXP20	4.474	0.0	0.574	0.0	4.449	4.159
B0QYS6	5.0	2.066	2.049	2.508	5.0	2.542
COKA1	4.177	4.368	0.879	0.0	0.781	4.0
FHAD1	2.287	0.0	0.683	0.0	1.922	0.0
TERA	5.0	4.386	3.182	2.857	5.0	5.0
PELI1	4.584	1.288	1.142	0.912	3.32	1.278
MYPN	5.0	1.071	3.524	1.122	4.254	1.21
EDC4	5.0	1.517	1.421	1.322	5.0	2.644
MARH5	5.0	1.054	5.0	5.0	1.504	5.0
RBGPR	5.0	0.838	4.444	0.814	2.118	4.179
POTEC	1.453	0.234	0.234	0.406	1.031	0.406
AN30B	2.567	0.0	0.0	0.0	2.619	0.984
SPNXC	4.254	0.0	0.874	0.0	4.253	0.0
TGFR2	4.628	3.496	5.0	2.61	3.009	2.03
M3K5	5.0	2.378	3.471	2.953	3.3	5.0
AP2A1	5.0	0.929	5.0	0.907	2.037	5.0
KLHL9	5.0	0.554	5.0	0.469	1.692	0.0
CQ080	4.666	4.101	0.671	0.771	3.153	4.288
SMRCD	5.0	0.667	0.542	0.581	5.0	0.556
PDE3A	4.662	1.569	3.523	1.302	1.768	1.739
SFTA2	3.461	4.249	0.665	0.0	0.0	3.276
ULA1	4.559	1.237	3.516	1.273	3.531	1.214
CAC1G	5.0	1.96	5.0	1.573	3.206	1.946
NOL12	3.53	0.619	0.0	0.0	3.474	0.0
KCNQ2	4.093	1.904	5.0	1.449	2.891	3.118
NLRC3	5.0	1.433	1.372	1.486	1.492	1.873
WWP2	5.0	4.31	1.659	2.006	5.0	4.364
C163A	4.585	4.606	4.801	2.024	2.646	4.483
SPTSB	5.0	2.357	1.301	0.956	1.154	5.0
GOG8A	4.566	0.0	0.572	0.0	2.56	4.392
PK3CG	5.0	2.334	4.531	2.574	2.482	2.086
KIRR1	5.0	2.4	5.0	0.95	2.408	1.378
D6RJF9	4.78	2.066	4.414	4.434	4.574	1.811
ELAV3	4.091	2.211	2.831	2.125	4.018	2.26
LYPD2	1.038	4.667	4.149	0.0	0.86	0.639
MCATL	5.0	2.124	0.855	5.0	0.91	0.683
VSI10	2.175	0.0	4.109	0.0	0.0	0.0
PLAC1	1.621	4.378	1.241	0.536	1.464	0.811
PHF2	5.0	0.0	0.538	0.0	5.0	0.0
MYOF	5.0	4.354	5.0	1.898	5.0	5.0
GTR10	4.531	1.75	4.686	1.32	0.993	0.861
Z705A	4.181	0.0	0.0	0.0	4.181	0.0
ANX10	4.562	2.612	2.507	1.789	2.738	2.601
XRCC6	5.0	4.395	2.201	2.729	5.0	4.338
CD2AP	5.0	4.443	5.0	1.611	4.697	4.421
TPGS1	5.0	0.0	5.0	0.625	1.004	0.0
ADCL3	2.262	0.0	0.0	0.0	0.0	0.426
XRCC2	5.0	1.45	0.985	1.243	5.0	0.54
MYOZ1	5.0	1.206	5.0	1.802	5.0	1.302
KLDC1	4.656	0.0	0.0	0.0	1.172	0.715
TM139	0.0	1.406	1.312	0.0	0.582	0.0
CGB2	3.613	5.0	0.0	0.0	0.0	0.0
SLNL1	1.969	0.0	0.0	0.0	1.969	0.0
O51A7	0.0	0.0	5.0	0.0	0.0	0.0
KLH14	5.0	0.557	3.0	1.122	1.86	5.0
A0A1X7SBT1	2.399	2.015	5.0	1.588	1.816	1.899
NU214	4.677	1.319	4.59	1.094	4.553	2.439
RPE	4.686	4.266	2.507	1.396	3.24	4.179
BABA1	5.0	1.044	1.51	0.866	5.0	0.639
TMC3	3.307	0.562	3.927	0.0	0.675	0.528
FGF17	3.748	5.0	1.717	1.037	1.801	1.512
LRAD4	5.0	1.988	3.069	0.188	1.407	5.0
TIAF1	5.0	2.389	0.732	0.866	5.0	0.0
RGR	3.562	1.143	4.417	0.829	1.119	0.98
PCBP2	5.0	4.306	4.206	1.722	5.0	4.331
ZN33B	4.317	0.0	0.0	0.0	4.135	0.0
SARG	5.0	4.124	4.187	0.624	2.663	4.0
MFAP5	1.597	4.772	1.624	0.733	1.337	0.879
TCF20	4.871	1.735	1.843	2.839	4.862	1.492
TCPR2	3.62	0.0	0.789	1.047	3.391	1.388
MPZL1	2.974	1.335	4.681	1.134	1.148	1.317
DNMT1	4.904	2.598	2.289	3.115	4.9	2.03
VATH	5.0	4.23	4.268	1.428	2.26	4.344
KCNK5	2.626	1.827	4.443	1.023	1.551	2.077
TF3C2	5.0	0.502	0.0	0.0	5.0	0.0
EMP2	5.0	1.524	5.0	0.985	4.497	4.145
CPLX2	4.657	1.251	3.929	0.982	3.978	2.062
HAND2	4.758	2.27	1.779	1.531	4.472	1.563
PCNT	5.0	1.877	2.366	1.333	3.502	1.965
AK1BA	4.492	3.649	1.477	3.944	2.505	1.193
LRP10	3.609	2.472	4.384	0.92	0.987	1.563
AP4M1	5.0	4.17	1.635	0.946	3.006	5.0
OR2T3	0.0	0.0	5.0	0.0	0.51	0.0
HPLN3	2.386	4.611	3.155	0.0	0.774	0.375
RYR1	5.0	4.392	5.0	2.233	1.898	5.0
ZSWM5	3.387	4.0	0.0	0.0	2.376	0.281
OR6K2	0.0	0.0	5.0	0.0	0.0	0.0
CEL2A	5.0	5.0	0.93	0.946	0.936	0.853
LRC61	3.469	0.844	0.576	0.0	2.345	0.0
TYW1	3.741	0.328	1.174	1.36	2.792	1.213
PGRP4	1.542	4.029	1.679	0.469	0.791	0.729
ELF3	4.785	1.938	2.031	1.309	4.763	4.251
ZRAN1	5.0	1.049	1.097	0.913	5.0	1.083
SUV3	5.0	0.827	1.051	5.0	5.0	0.889
HIBCH	4.834	0.855	0.945	4.801	2.454	0.842
OR2M2	0.0	0.0	5.0	0.0	0.0	0.0
O13G1	0.0	0.0	5.0	0.0	0.515	0.0
G3BP2	5.0	1.291	1.127	1.002	1.738	1.139
S39AE	5.0	1.858	5.0	1.938	1.734	5.0
DSG4	2.594	2.834	4.76	0.645	1.519	1.459
ZDH14	5.0	0.0	3.266	0.0	0.958	5.0
A0A0B4J1S7	5.0	2.322	5.0	1.695	5.0	1.854
ZN675	5.0	0.0	0.716	0.0	5.0	0.0
ZN808	4.165	0.0	0.0	0.0	4.165	0.0
SIRB2	0.717	0.0	4.167	0.0	0.0	0.58
PLXA4	2.502	2.252	4.74	1.514	1.676	1.489
